"Scientific_Name","Beak.Width","Beak.Depth","Habitat","Trophic.Level"
"Dicaeum maugei",3.1,3.5,"Forest","Herbivore"
"Dicaeum melanoxanthum",3.1,3.9,"Forest","Carnivore"
"Dicaeum monticolum",2.7,2.8,"Forest","Herbivore"
"Dicaeum nehrkorni",2.8,2.5,"Forest","Herbivore"
"Dicaeum nigrilore",3.5,3.5,"Forest","Herbivore"
"Dicaeum nitidum",3.5,3.5,"Forest","Omnivore"
"Dicaeum pectorale",2.6,3.1,"Forest","Herbivore"
"Dicaeum proprium",2.7,3.6,"Forest","Herbivore"
"Dicaeum pygmaeum",2.5,2.8,"Forest","Herbivore"
"Dicaeum quadricolor",4.1,4.1,"Forest","Herbivore"
"Dicaeum retrocinctum",2.7,3,"Forest","Herbivore"
"Dicaeum sanguinolentum",2.4,2.7,"Forest","Herbivore"
"Dicaeum trigonostigma",3.4,3.1,"Forest","Herbivore"
"Dicaeum tristrami",3.8,3.7,"Forest","Omnivore"
"Dicaeum trochileum",2.6,3.1,"Forest","Omnivore"
"Dicaeum vincens",3.5,4.1,"Forest","Herbivore"
"Dicaeum vulneratum",3,3.6,"Forest","Herbivore"
"Prionochilus maculatus",3.7,4.2,"Forest","Herbivore"
"Prionochilus olivaceus",4.2,4.8,"Forest","Herbivore"
"Prionochilus percussus",3.4,3.8,"Forest","Herbivore"
"Prionochilus plateni",3.7,4,"Forest","Herbivore"
"Prionochilus thoracicus",4.2,4.5,"Forest","Carnivore"
"Prionochilus xanthopygius",3.9,4.2,"Forest","Herbivore"
"Chaetorhynchus papuensis",6.4,7.9,"Forest","Carnivore"
"Dicrurus adsimilis",7.4,7.4,"Woodland","Carnivore"
"Dicrurus aeneus",7.6,6.1,"Forest","Carnivore"
"Dicrurus aldabranus",8.7,9.3,"Shrubland","Carnivore"
"Dicrurus andamanensis",9.4,9.3,"Forest","Carnivore"
"Dicrurus annectans",10.1,10.6,"Forest","Carnivore"
"Dicrurus atripennis",7.5,7.4,"Forest","Carnivore"
"Dicrurus balicassius",9.9,11.2,"Forest","Carnivore"
"Dicrurus bracteatus",10.3,11.7,"Forest","Carnivore"
"Dicrurus caerulescens",8.7,8,"Forest","Carnivore"
"Dicrurus densus",11.9,13.2,"Forest","Carnivore"
"Dicrurus forficatus",8.6,9,"Woodland","Carnivore"
"Dicrurus fuscipennis",9.2,11.3,"Forest","Omnivore"
"Dicrurus hottentottus",10.4,11.3,"Forest","Carnivore"
"Dicrurus leucophaeus",9.3,8.4,"Forest","Carnivore"
"Dicrurus ludwigii",6.9,6.3,"Forest","Carnivore"
"Dicrurus macrocercus",8.4,8.4,"Shrubland","Carnivore"
"Dicrurus megarhynchus",11.4,13,"Forest","Carnivore"
"Dicrurus modestus",8.8,8.8,"Forest","Carnivore"
"Dicrurus montanus",9.8,9.4,"Forest","Carnivore"
"Dicrurus paradiseus",10.3,11,"Forest","Carnivore"
"Dicrurus remifer",8,8.6,"Forest","Carnivore"
"Dicrurus sumatranus",9.7,10.3,"Forest","Carnivore"
"Dicrurus waldenii",10.4,11.7,"Forest","Carnivore"
"Dulus dominicus",4.6,6.4,"Human Modified","Herbivore"
"Acanthidops bairdii",3.9,5.3,"Forest","Omnivore"
"Aimophila aestivalis",5,6.3,"Forest","Herbivore"
"Aimophila botterii",4.9,6.6,"Grassland","Carnivore"
"Aimophila carpalis",4,5.9,"Shrubland","Omnivore"
"Aimophila cassinii",4.6,5.3,"Grassland","Omnivore"
"Aimophila humeralis",4.9,6.7,"Shrubland","Carnivore"
"Aimophila mystacalis",4.6,6.4,"Shrubland","Omnivore"
"Aimophila notosticta",5.2,6.3,"Shrubland","Herbivore"
"Aimophila quinquestriata",4.8,6.2,"Shrubland","Herbivore"
"Aimophila rufescens",6.2,9.3,"Shrubland","Herbivore"
"Aimophila ruficauda",5.7,9,"Shrubland","Herbivore"
"Aimophila ruficeps",4.1,5,"Shrubland","Herbivore"
"Aimophila stolzmanni",6.2,9.8,"Shrubland","Omnivore"
"Aimophila strigiceps",5.1,7.2,"Woodland","Omnivore"
"Aimophila sumichrasti",5.5,7.3,"Shrubland","Herbivore"
"Ammodramus aurifrons",4.2,5.4,"Shrubland","Herbivore"
"Ammodramus bairdii",4.8,5.1,"Grassland","Herbivore"
"Ammodramus caudacutus",3.8,5.4,"Wetland","Carnivore"
"Ammodramus henslowii",4.4,6.8,"Grassland","Omnivore"
"Ammodramus humeralis",4.5,6.3,"Grassland","Herbivore"
"Ammodramus leconteii",4.2,5,"Grassland","Omnivore"
"Ammodramus maritimus",4.2,6.3,"Wetland","Carnivore"
"Ammodramus nelsoni",3.8,5.2,"Wetland","Omnivore"
"Ammodramus savannarum",4.5,6.1,"Grassland","Omnivore"
"Amphispiza belli",4.1,5.4,"Shrubland","Herbivore"
"Amphispiza bilineata",4.6,5.9,"Shrubland","Omnivore"
"Arremon abeillei",5.7,8.2,"Woodland","Herbivore"
"Arremon aurantiirostris",6.6,8.5,"Forest","Herbivore"
"Arremon brunneinucha",6.1,7.4,"Forest","Omnivore"
"Arremon castaneiceps",6.8,8,"Forest","Omnivore"
"Arremon crassirostris",5.9,8,"Forest","Carnivore"
"Arremon flavirostris",5.3,7.5,"Forest","Herbivore"
"Arremon franciscanus",5.1,7.4,"Shrubland","Herbivore"
"Arremon schlegeli",5.2,8.2,"Woodland","Herbivore"
"Arremon semitorquatus",5.7,7.7,"Forest","Herbivore"
"Arremon taciturnus",5.5,7.2,"Forest","Herbivore"
"Arremon torquatus",6.2,7.4,"Forest","Omnivore"
"Arremon virenticeps",5.2,7.4,"Forest","Omnivore"
"Arremonops chloronotus",5.6,7.9,"Forest","Herbivore"
"Arremonops conirostris",6.2,8.5,"Forest","Omnivore"
"Arremonops rufivirgatus",5,6.9,"Woodland","Omnivore"
"Arremonops tocuyensis",4.1,6.4,"Woodland","Omnivore"
"Atlapetes albiceps",5.6,7.7,"Woodland","Omnivore"
"Atlapetes albinucha",6.6,8,"Forest","Omnivore"
"Atlapetes albofrenatus",5.3,6.7,"Forest","Omnivore"
"Atlapetes canigenis",5.6,6.5,"Forest","Omnivore"
"Atlapetes citrinellus",5.5,7.1,"Forest","Omnivore"
"Atlapetes flaviceps",4.3,6.8,"Forest","Herbivore"
"Atlapetes forbesi",5.1,7.1,"Forest","Omnivore"
"Atlapetes fulviceps",4.6,6.8,"Forest","Omnivore"
"Atlapetes fuscoolivaceus",5.1,6.7,"Forest","Omnivore"
"Atlapetes latinuchus",5.2,6.8,"Forest","Omnivore"
"Atlapetes leucopis",5.6,7.5,"Forest","Omnivore"
"Atlapetes leucopterus",5.1,6.7,"Shrubland","Omnivore"
"Atlapetes melanocephalus",5.9,6.9,"Forest","Omnivore"
"Atlapetes melanolaemus",4.9,6.2,"Shrubland","Omnivore"
"Atlapetes melanopsis",5.5,6.2,"Shrubland","Omnivore"
"Atlapetes nationi",5.6,8.2,"Shrubland","Omnivore"
"Atlapetes pallidiceps",5.4,7.6,"Shrubland","Omnivore"
"Atlapetes pallidinucha",5.4,7.2,"Forest","Herbivore"
"Atlapetes personatus",5.1,6.7,"Forest","Omnivore"
"Atlapetes pileatus",4.9,6.5,"Forest","Omnivore"
"Atlapetes rufigenis",5.7,7.7,"Shrubland","Omnivore"
"Atlapetes rufinucha",4.9,6,"Shrubland","Omnivore"
"Atlapetes schistaceus",5.1,6.4,"Forest","Omnivore"
"Atlapetes seebohmi",5.3,7.4,"Woodland","Omnivore"
"Atlapetes semirufus",5.7,7.9,"Forest","Omnivore"
"Atlapetes terborghi",4.8,6.2,"Forest","Omnivore"
"Atlapetes tricolor",6,7.6,"Forest","Omnivore"
"Calamospiza melanocorys",6.5,9,"Grassland","Omnivore"
"Calcarius lapponicus",5.8,6.8,"Grassland","Herbivore"
"Calcarius mccownii",4.9,7.4,"Grassland","Herbivore"
"Calcarius ornatus",4.4,5.2,"Grassland","Omnivore"
"Calcarius pictus",4.6,5.7,"Grassland","Herbivore"
"Camarhynchus heliobates",5.1,7.1,"Woodland","Carnivore"
"Camarhynchus pallidus",5.2,7.4,"Shrubland","Carnivore"
"Camarhynchus parvulus",4.3,6.5,"Woodland","Omnivore"
"Camarhynchus pauper",5.2,8.3,"Forest","Carnivore"
"Camarhynchus psittacula",5.7,9.7,"Forest","Carnivore"
"Catamenia analis",4.3,6,"Shrubland","Herbivore"
"Catamenia homochroa",4.7,6.2,"Shrubland","Herbivore"
"Catamenia inornata",4.6,6.9,"Shrubland","Herbivore"
"Certhidea olivacea",3.4,3.7,"Shrubland","Carnivore"
"Charitospiza eucosma",4.2,4.8,"Shrubland","Omnivore"
"Chondestes grammacus",5.1,7.1,"Shrubland","Herbivore"
"Coryphaspiza melanotis",4.5,5.6,"Grassland","Omnivore"
"Coryphospingus cucullatus",4.6,6.2,"Shrubland","Herbivore"
"Coryphospingus pileatus",4.6,6.7,"Shrubland","Omnivore"
"Diuca diuca",5.3,7.8,"Shrubland","Herbivore"
"Diuca speculifera",6.1,7.1,"Grassland","Omnivore"
"Dolospingus fringilloides",5.7,7.6,"Shrubland","Herbivore"
"Donacospiza albifrons",3.8,4.5,"Wetland","Omnivore"
"Emberiza affinis",3.7,5,"Forest","Omnivore"
"Emberiza aureola",4.2,5.9,"Shrubland","Omnivore"
"Emberiza bruniceps",5.1,6.7,"Grassland","Omnivore"
"Emberiza buchanani",4.4,4.9,"Rock","Omnivore"
"Emberiza cabanisi",4.2,5,"Woodland","Omnivore"
"Emberiza caesia",3.9,4.9,"Shrubland","Omnivore"
"Emberiza capensis",4.6,5.8,"Shrubland","Herbivore"
"Emberiza chrysophrys",4.8,6.4,"Forest","Omnivore"
"Emberiza cia",3.7,4.8,"Rock","Omnivore"
"Emberiza cineracea",4.4,5.9,"Shrubland","Omnivore"
"Emberiza cioides",4.5,5.7,"Grassland","Herbivore"
"Emberiza cirlus",4.6,6.2,"Shrubland","Omnivore"
"Emberiza citrinella",4.7,5.9,"Shrubland","Herbivore"
"Emberiza elegans",3.9,4.7,"Woodland","Omnivore"
"Emberiza flaviventris",4.5,5.5,"Shrubland","Herbivore"
"Emberiza fucata",4.2,5.7,"Shrubland","Herbivore"
"Emberiza godlewskii",4.4,5.6,"Shrubland","Omnivore"
"Emberiza hortulana",4.5,5.4,"Shrubland","Omnivore"
"Emberiza impetuani",4.2,5.4,"Desert","Herbivore"
"Emberiza jankowskii",4.7,5.4,"Grassland","Omnivore"
"Emberiza koslowi",4.3,6.6,"Shrubland","Herbivore"
"Emberiza leucocephalos",4.4,6,"Forest","Omnivore"
"Emberiza melanocephala",5.1,6.8,"Shrubland","Omnivore"
"Emberiza pallasi",3.3,4.7,"Shrubland","Omnivore"
"Emberiza poliopleura",4.5,5.6,"Shrubland","Herbivore"
"Emberiza pusilla",3.7,4.6,"Forest","Herbivore"
"Emberiza rustica",4,5.4,"Forest","Herbivore"
"Emberiza rutila",4,5.3,"Forest","Carnivore"
"Emberiza schoeniclus",4,5.1,"Wetland","Herbivore"
"Emberiza socotrana",3.9,5.3,"Shrubland","Herbivore"
"Emberiza spodocephala",4,5.5,"Shrubland","Carnivore"
"Emberiza stewarti",3.6,4.4,"Grassland","Herbivore"
"Emberiza striolata",4,5,"Rock","Herbivore"
"Emberiza sulphurata",3.9,5.3,"Forest","Omnivore"
"Emberiza tahapisi",4.1,4.9,"Rock","Herbivore"
"Emberiza tristrami",4,5.3,"Forest","Omnivore"
"Emberiza variabilis",5.1,7.3,"Shrubland","Herbivore"
"Emberiza vincenti",4,5.4,"Shrubland","Herbivore"
"Emberiza yessoensis",3.4,4.8,"Wetland","Herbivore"
"Emberizoides duidae",5.2,6.7,"Grassland","Omnivore"
"Emberizoides herbicola",4.8,6.5,"Grassland","Omnivore"
"Emberizoides ypiranganus",5.5,6,"Wetland","Omnivore"
"Embernagra longicauda",6.2,8.3,"Shrubland","Omnivore"
"Embernagra platensis",5.5,8.2,"Grassland","Omnivore"
"Euneornis campestris",4.6,4.7,"Forest","Herbivore"
"Geospiza conirostris",9,12.3,"Shrubland","Herbivore"
"Geospiza difficilis",6.5,7.4,"Shrubland","Herbivore"
"Geospiza fortis",8.8,11.1,"Shrubland","Herbivore"
"Geospiza fuliginosa",5.8,6.9,"Shrubland","Herbivore"
"Geospiza magnirostris",12.7,18,"Shrubland","Herbivore"
"Geospiza scandens",7,8.4,"Shrubland","Herbivore"
"Gubernatrix cristata",6.1,10.1,"Woodland","Herbivore"
"Haplospiza rustica",4.6,6.1,"Forest","Herbivore"
"Haplospiza unicolor",4.3,6.5,"Forest","Herbivore"
"Idiopsar brachyurus",7,8.1,"Grassland","Omnivore"
"Incaspiza laeta",4.6,5.5,"Shrubland","Omnivore"
"Incaspiza ortizi",5.4,6.8,"Shrubland","Herbivore"
"Incaspiza personata",5.2,7,"Shrubland","Omnivore"
"Incaspiza pulchra",5.8,7.6,"Shrubland","Herbivore"
"Incaspiza watkinsi",5.2,5.6,"Shrubland","Omnivore"
"Junco hyemalis",4.5,5.3,"Forest","Herbivore"
"Junco insularis",4.9,6,"Woodland","Herbivore"
"Junco phaeonotus",4.6,5.9,"Forest","Omnivore"
"Junco vulcani",5.5,6.7,"Shrubland","Herbivore"
"Latoucheornis siemsseni",3.6,4.6,"Shrubland","Omnivore"
"Lophospingus griseocristatus",5,7.2,"Shrubland","Omnivore"
"Lophospingus pusillus",4.2,6.2,"Shrubland","Omnivore"
"Loxigilla barbadensis",5,7,"Forest","Herbivore"
"Loxigilla noctis",4.8,7.4,"Forest","Herbivore"
"Loxigilla portoricensis",6.8,10.6,"Forest","Herbivore"
"Loxigilla violacea",7.8,11.6,"Forest","Herbivore"
"Loxipasser anoxanthus",4,6.3,"Forest","Herbivore"
"Melanodera melanodera",5.6,7,"Grassland","Omnivore"
"Melanodera xanthogramma",6.2,8.2,"Grassland","Omnivore"
"Melanospiza richardsoni",6.4,9.4,"Forest","Omnivore"
"Melophus lathami",4.7,6.3,"Grassland","Herbivore"
"Melopyrrha nigra",6,9.8,"Forest","Omnivore"
"Melospiza georgiana",4.1,5.2,"Wetland","Omnivore"
"Melospiza lincolnii",4,5.1,"Wetland","Omnivore"
"Melospiza melodia",5.3,6.7,"Shrubland","Omnivore"
"Melozone biarcuata",5.2,7.4,"Shrubland","Omnivore"
"Melozone cabanisi",5.6,7.5,"Shrubland","Omnivore"
"Melozone kieneri",5.9,8.3,"Shrubland","Omnivore"
"Melozone leucotis",5.9,8.4,"Forest","Carnivore"
"Miliaria calandra",6,8.2,"Grassland","Herbivore"
"Nesospiza acunhae",5.3,7.8,"Shrubland","Herbivore"
"Nesospiza questi",4.6,7.2,"Shrubland","Herbivore"
"Nesospiza wilkinsi",7.9,13,"Shrubland","Herbivore"
"Oreothraupis arremonops",7.1,9.4,"Forest","Omnivore"
"Oriturus superciliosus",5.8,8.1,"Grassland","Omnivore"
"Oryzoborus angolensis",6.8,10,"Shrubland","Omnivore"
"Oryzoborus atrirostris",10.1,13.8,"Grassland","Herbivore"
"Oryzoborus crassirostris",8.3,11.5,"Shrubland","Herbivore"
"Oryzoborus funereus",6.9,10.2,"Human Modified","Herbivore"
"Oryzoborus maximiliani",10.7,14.7,"Wetland","Herbivore"
"Oryzoborus nuttingi",9.8,14.4,"Shrubland","Herbivore"
"Paroaria baeri",4.7,5.9,"Shrubland","Omnivore"
"Paroaria capitata",4.6,5.7,"Shrubland","Herbivore"
"Paroaria coronata",6.2,8.5,"Shrubland","Herbivore"
"Paroaria dominicana",5.6,8.5,"Shrubland","Omnivore"
"Paroaria gularis",4.7,5.9,"Shrubland","Herbivore"
"Passerculus sandwichensis",4.1,5.4,"Grassland","Omnivore"
"Passerella iliaca",5.3,7.4,"Forest","Omnivore"
"Passerina amoena",4.8,6.1,"Shrubland","Herbivore"
"Passerina caerulea",7.4,10.9,"Forest","Carnivore"
"Passerina ciris",4.9,6.5,"Shrubland","Herbivore"
"Passerina cyanea",5.1,6.2,"Shrubland","Herbivore"
"Passerina leclancherii",5.3,6.7,"Woodland","Herbivore"
"Passerina rositae",5.9,7.8,"Forest","Herbivore"
"Passerina versicolor",4.8,6.3,"Shrubland","Omnivore"
"Pezopetes capitalis",5.5,7.4,"Forest","Omnivore"
"Phrygilus alaudinus",4.3,5.7,"Shrubland","Herbivore"
"Phrygilus atriceps",6.1,7.7,"Shrubland","Omnivore"
"Phrygilus carbonarius",4.4,5.9,"Grassland","Omnivore"
"Phrygilus dorsalis",5.1,6.7,"Grassland","Herbivore"
"Phrygilus erythronotus",5.7,6.7,"Grassland","Herbivore"
"Phrygilus fruticeti",5.6,6.3,"Shrubland","Herbivore"
"Phrygilus gayi",5.9,7.5,"Shrubland","Herbivore"
"Phrygilus patagonicus",5.5,6.9,"Forest","Herbivore"
"Phrygilus plebejus",3.8,4.7,"Shrubland","Herbivore"
"Phrygilus punensis",6.6,8.6,"Shrubland","Omnivore"
"Phrygilus unicolor",4.9,5.8,"Grassland","Herbivore"
"Piezorhina cinerea",6.9,9.7,"Shrubland","Omnivore"
"Pinaroloxias inornata",4.2,5.5,"Forest","Omnivore"
"Pipilo aberti",5.6,8.3,"Shrubland","Carnivore"
"Pipilo albicollis",6,8.4,"Shrubland","Herbivore"
"Pipilo chlorurus",4.7,6.9,"Shrubland","Omnivore"
"Pipilo crissalis",5,7.7,"Shrubland","Herbivore"
"Pipilo erythrophthalmus",5.5,8.2,"Forest","Herbivore"
"Pipilo fuscus",5.5,7.8,"Shrubland","Herbivore"
"Pipilo maculatus",5.9,8,"Forest","Omnivore"
"Pipilo ocai",6.1,8.3,"Forest","Omnivore"
"Platyspiza crassirostris",6.7,10.6,"Woodland","Herbivore"
"Plectrophenax hyperboreus",5.2,6.3,"Grassland","Omnivore"
"Plectrophenax nivalis",4.7,6.4,"Grassland","Herbivore"
"Pooecetes gramineus",4.9,6.6,"Grassland","Omnivore"
"Poospiza alticola",3.7,4.8,"Forest","Carnivore"
"Poospiza boliviana",4.4,5.6,"Shrubland","Omnivore"
"Poospiza cabanisi",4.7,5.6,NA,"Omnivore"
"Poospiza caesar",5.7,7.4,"Shrubland","Omnivore"
"Poospiza cinerea",3.7,4.3,"Grassland","Carnivore"
"Poospiza erythrophrys",4,4.6,"Forest","Omnivore"
"Poospiza hispaniolensis",4.4,5.9,"Shrubland","Carnivore"
"Poospiza hypochondria",4.6,6.7,"Shrubland","Carnivore"
"Poospiza lateralis",4.6,5.8,"Forest","Omnivore"
"Poospiza melanoleuca",3.4,4.7,"Shrubland","Herbivore"
"Poospiza nigrorufa",3.7,4.9,"Shrubland","Omnivore"
"Poospiza ornata",4.1,5.2,"Shrubland","Herbivore"
"Poospiza rubecula",4,5.3,"Woodland","Herbivore"
"Poospiza thoracica",3.4,4.7,"Forest","Carnivore"
"Poospiza torquata",4,4.6,"Shrubland","Omnivore"
"Porphyrospiza caerulescens",4,5.2,"Grassland","Herbivore"
"Pselliophorus luteoviridis",5.3,7.2,"Forest","Omnivore"
"Pselliophorus tibialis",5.6,7.1,"Forest","Omnivore"
"Rhodospingus cruentus",3.9,5.1,"Woodland","Omnivore"
"Rowettia goughensis",5.8,7.8,"Shrubland","Omnivore"
"Saltatricula multicolor",4.7,7.1,"Shrubland","Omnivore"
"Sicalis auriventris",5,6.7,"Shrubland","Herbivore"
"Sicalis citrina",3.8,5.1,"Grassland","Omnivore"
"Sicalis columbiana",4.8,6.2,"Shrubland","Herbivore"
"Sicalis flaveola",5.4,7,"Shrubland","Herbivore"
"Sicalis lebruni",4.2,6.7,"Grassland","Omnivore"
"Sicalis lutea",5,7.4,"Grassland","Herbivore"
"Sicalis luteocephala",4.6,7,"Shrubland","Herbivore"
"Sicalis luteola",4.6,6.2,"Grassland","Herbivore"
"Sicalis olivascens",5.6,7,"Shrubland","Herbivore"
"Sicalis raimondii",6.3,7.9,"Rock","Herbivore"
"Sicalis taczanowskii",6.3,10.1,"Shrubland","Herbivore"
"Sicalis uropygialis",5.1,5.7,"Grassland","Herbivore"
"Spizella arborea",4.6,6.2,"Shrubland","Omnivore"
"Spizella atrogularis",3.9,4.9,"Shrubland","Omnivore"
"Spizella breweri",3.6,4.4,"Shrubland","Omnivore"
"Spizella pallida",3.4,4.9,"Shrubland","Omnivore"
"Spizella passerina",4,4.9,"Forest","Omnivore"
"Spizella pusilla",4.3,5.2,"Grassland","Omnivore"
"Spizella wortheni",4.1,4.9,"Shrubland","Herbivore"
"Sporophila albogularis",5,7.3,"Shrubland","Herbivore"
"Sporophila americana",5.6,7.5,"Shrubland","Herbivore"
"Sporophila ardesiaca",5.2,6.9,"Shrubland","Herbivore"
"Sporophila bouvreuil",4.3,5.5,"Grassland","Herbivore"
"Sporophila bouvronides",4.3,5.9,"Shrubland","Herbivore"
"Sporophila caerulescens",5.1,6.4,"Shrubland","Herbivore"
"Sporophila castaneiventris",4.6,5.7,"Shrubland","Herbivore"
"Sporophila cinnamomea",4.8,5.9,"Grassland","Herbivore"
"Sporophila collaris",6.1,8.3,"Grassland","Herbivore"
"Sporophila corvina",5.3,7.3,"Human Modified","Herbivore"
"Sporophila falcirostris",7.2,8.3,"Woodland","Herbivore"
"Sporophila frontalis",5.9,7.8,"Forest","Herbivore"
"Sporophila hypochroma",4.6,5.3,"Grassland","Herbivore"
"Sporophila hypoxantha",4.3,5.8,"Grassland","Herbivore"
"Sporophila intermedia",5.4,7.4,"Shrubland","Herbivore"
"Sporophila leucoptera",6.7,8.8,"Shrubland","Herbivore"
"Sporophila lineola",4.6,5.8,"Shrubland","Herbivore"
"Sporophila luctuosa",5.5,6.9,"Shrubland","Herbivore"
"Sporophila melanogaster",4.9,6.5,"Wetland","Herbivore"
"Sporophila melanops",4.9,6.6,"Grassland","Herbivore"
"Sporophila minuta",5,6.2,"Grassland","Herbivore"
"Sporophila murallae",5.2,7,"Shrubland","Herbivore"
"Sporophila nigricollis",5,6.5,"Shrubland","Herbivore"
"Sporophila nigrorufa",4.9,5.8,"Grassland","Herbivore"
"Sporophila palustris",4.6,5.6,"Grassland","Herbivore"
"Sporophila peruviana",6.5,9.8,"Shrubland","Herbivore"
"Sporophila plumbea",5.7,7.1,"Grassland","Herbivore"
"Sporophila ruficollis",4.6,6,"Grassland","Herbivore"
"Sporophila schistacea",5.4,7.3,"Forest","Herbivore"
"Sporophila simplex",5,7.1,"Shrubland","Herbivore"
"Sporophila telasco",4.1,6.7,"Shrubland","Herbivore"
"Sporophila torqueola",5.1,6.8,"Human Modified","Herbivore"
"Tiaris bicolor",4.2,5.7,"Shrubland","Herbivore"
"Tiaris canorus",4.2,5.7,"Shrubland","Herbivore"
"Tiaris fuliginosus",6,7.5,"Shrubland","Herbivore"
"Tiaris obscurus",4.8,5.8,"Shrubland","Herbivore"
"Tiaris olivaceus",4.1,5.7,"Human Modified","Herbivore"
"Torreornis inexpectata",5.3,7.5,"Shrubland","Omnivore"
"Urothraupis stolzmanni",3.5,4.2,"Forest","Omnivore"
"Volatinia jacarina",4.3,5.6,"Human Modified","Herbivore"
"Xenospingus concolor",3.4,4.1,"Shrubland","Carnivore"
"Xenospiza baileyi",3.8,5.6,"Grassland","Omnivore"
"Zonotrichia albicollis",5.1,6.3,"Woodland","Herbivore"
"Zonotrichia atricapilla",4.7,6.3,"Shrubland","Herbivore"
"Zonotrichia capensis",5.3,6.5,"Shrubland","Herbivore"
"Zonotrichia leucophrys",4.5,6,"Shrubland","Omnivore"
"Zonotrichia querula",5.1,7.5,"Shrubland","Herbivore"
"Amadina erythrocephala",6.9,9,"Grassland","Omnivore"
"Amadina fasciata",6.1,7.6,"Grassland","Herbivore"
"Amandava amandava",4.1,5.2,"Shrubland","Herbivore"
"Amandava formosa",4.7,5.3,"Grassland","Omnivore"
"Amandava subflava",4.2,4.7,"Grassland","Herbivore"
"Clytospiza monteiri",4.9,6.6,"Shrubland","Omnivore"
"Cryptospiza jacksoni",5.5,6.5,"Forest","Herbivore"
"Cryptospiza reichenovii",6,6.3,"Forest","Herbivore"
"Cryptospiza salvadorii",5.4,6.5,"Forest","Herbivore"
"Cryptospiza shelleyi",6.8,8,"Forest","Herbivore"
"Emblema pictum",5.5,5.6,"Desert","Herbivore"
"Erythrura coloria",5.9,7.5,"Forest","Herbivore"
"Erythrura cyaneovirens",6.1,8.8,"Forest","Herbivore"
"Erythrura gouldiae",6.9,7.2,"Woodland","Herbivore"
"Erythrura hyperythra",5.4,6.6,"Forest","Herbivore"
"Erythrura kleinschmidti",7.3,8.4,"Forest","Carnivore"
"Erythrura papuana",7.4,9.2,"Forest","Herbivore"
"Erythrura pealii",5.9,7.8,"Forest","Herbivore"
"Erythrura prasina",6.8,7.4,"Forest","Herbivore"
"Erythrura psittacea",5.5,7.1,"Shrubland","Herbivore"
"Erythrura regia",6.1,9.2,"Forest","Herbivore"
"Erythrura trichroa",6.2,7.6,"Forest","Herbivore"
"Erythrura tricolor",5.2,6.9,"Woodland","Herbivore"
"Erythrura viridifacies",5.4,6.5,"Forest","Herbivore"
"Estrilda astrild",4.8,5.9,"Grassland","Herbivore"
"Estrilda atricapilla",4.5,6.1,"Forest","Omnivore"
"Estrilda caerulescens",4.4,5.4,"Shrubland","Herbivore"
"Estrilda charmosyna",4.3,5.5,"Shrubland","Herbivore"
"Estrilda erythronotos",4.4,5.1,"Shrubland","Herbivore"
"Estrilda kandti",4.5,5.6,NA,"Herbivore"
"Estrilda melanotis",4.6,5.5,"Shrubland","Herbivore"
"Estrilda melpoda",4.3,5.9,"Grassland","Omnivore"
"Estrilda nigriloris",4.2,5.3,"Grassland","Herbivore"
"Estrilda nonnula",4.3,5.8,"Grassland","Herbivore"
"Estrilda paludicola",4.2,5.4,"Grassland","Herbivore"
"Estrilda perreini",4.6,5.6,"Shrubland","Herbivore"
"Estrilda poliopareia",4.3,6.1,"Shrubland","Herbivore"
"Estrilda quartinia",4.2,5,"Shrubland","Omnivore"
"Estrilda rhodopyga",4.4,5.1,"Grassland","Herbivore"
"Estrilda rufibarba",4.3,5.2,"Shrubland","Herbivore"
"Estrilda thomensis",4.4,5,"Shrubland","Herbivore"
"Estrilda troglodytes",4.3,5,"Shrubland","Herbivore"
"Euschistospiza cinereovinacea",4.6,5.5,"Shrubland","Herbivore"
"Euschistospiza dybowskii",4.8,5.7,"Grassland","Omnivore"
"Heteromunia pectoralis",6.6,7.1,"Grassland","Herbivore"
"Hypargos margaritatus",4.8,6.3,"Shrubland","Herbivore"
"Hypargos niveoguttatus",5.8,6.7,"Shrubland","Herbivore"
"Lagonosticta landanae",4.4,5.8,"Woodland","Herbivore"
"Lagonosticta larvata",4.7,5.8,"Woodland","Herbivore"
"Lagonosticta nitidula",4.7,5.9,"Shrubland","Herbivore"
"Lagonosticta rara",4.4,5.3,"Grassland","Omnivore"
"Lagonosticta rhodopareia",4.6,5.2,"Shrubland","Herbivore"
